date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-03-31,SKU-166,49,189,14.0,237
2025-03-31,SKU-167,176,79,10.0,159
2025-03-31,SKU-168,271,61,7.0,123
2025-03-31,SKU-169,37,0,7.0,17
2025-03-31,SKU-170,563,0,28.0,240
2025-03-31,SKU-171,34,0,7.0,20
2025-03-31,SKU-172,58,26,10.0,53
2025-03-31,SKU-173,620,0,10.0,114
2025-03-31,SKU-174,105,40,14.0,81
2025-03-31,SKU-175,42,145,10.0,182
2025-03-31,SKU-176,210,54,5.0,108
2025-03-31,SKU-177,84,102,14.0,102
2025-03-31,SKU-178,236,97,10.0,194
2025-03-31,SKU-179,235,0,5.0,63
2025-03-31,SKU-180,20,101,21.0,127
2025-03-31,SKU-181,142,50,10.0,100
2025-03-31,SKU-182,191,50,10.0,101
2025-03-31,SKU-183,152,0,10.0,138
2025-03-31,SKU-184,726,0,28.0,316
2025-03-31,SKU-185,53,0,5.0,25
2025-03-31,SKU-186,31,10,7.0,20
2025-03-31,SKU-187,19,205,14.0,257
2025-03-31,SKU-188,121,43,10.0,86
2025-03-31,SKU-189,45,0,14.0,96
2025-03-31,SKU-190,257,0,28.0,114
2025-03-31,SKU-191,219,82,10.0,165
2025-03-31,SKU-192,567,0,28.0,442
2025-03-31,SKU-193,308,0,5.0,65
2025-03-31,SKU-194,493,0,5.0,110
2025-03-31,SKU-195,69,149,28.0,187
2025-06-30,SKU-001,269,90,10.0,180
2025-06-30,SKU-002,377,0,21.0,102
2025-06-30,SKU-003,35,105,7.0,132
2025-06-30,SKU-004,533,0,14.0,220
2025-06-30,SKU-005,263,0,5.0,47
2025-06-30,SKU-006,315,0,21.0,168
2025-06-30,SKU-007,275,80,7.0,160
2025-06-30,SKU-008,99,0,28.0,262
2025-06-30,SKU-009,245,0,7.0,77
2025-06-30,SKU-010,39,74,5.0,74
2025-06-30,SKU-011,661,0,28.0,132
2025-06-30,SKU-012,152,179,10.0,179
2025-06-30,SKU-013,130,0,7.0,107
2025-06-30,SKU-014,309,353,21.0,353
2025-06-30,SKU-015,127,0,21.0,39
2025-06-30,SKU-016,195,0,5.0,128
2025-06-30,SKU-017,424,85,21.0,170
2025-06-30,SKU-018,875,230,28.0,460
2025-06-30,SKU-019,7,28,14.0,36
2025-06-30,SKU-020,72,135,14.0,135
2025-06-30,SKU-021,875,0,28.0,174
2025-06-30,SKU-022,121,0,14.0,50
2025-06-30,SKU-023,14,0,10.0,60
2025-06-30,SKU-024,22,25,7.0,25
2025-06-30,SKU-025,890,0,7.0,158
2025-06-30,SKU-026,293,0,10.0,196
2025-06-30,SKU-027,425,134,14.0,268
2025-06-30,SKU-028,34,0,5.0,20
2025-06-30,SKU-029,18,80,7.0,100
2025-06-30,SKU-030,573,166,21.0,333
2025-06-30,SKU-031,2,21,21.0,27
2025-06-30,SKU-032,218,97,28.0,195
2025-06-30,SKU-033,66,79,5.0,79
2025-06-30,SKU-034,127,28,5.0,57
2025-06-30,SKU-035,12,210,21.0,263
2025-06-30,SKU-036,113,0,10.0,169
2025-06-30,SKU-037,113,0,7.0,103
2025-06-30,SKU-038,25,25,5.0,25
2025-06-30,SKU-039,186,51,7.0,103
2025-06-30,SKU-040,109,35,7.0,71
2025-06-30,SKU-041,676,157,21.0,314
2025-06-30,SKU-042,278,111,14.0,222
2025-06-30,SKU-043,748,0,21.0,132
2025-06-30,SKU-044,72,0,28.0,43
2025-06-30,SKU-045,386,0,21.0,192
2025-06-30,SKU-046,318,0,28.0,139
2025-06-30,SKU-047,7,13,7.0,13
2025-06-30,SKU-048,278,61,28.0,122
2025-06-30,SKU-049,888,0,28.0,357
2025-06-30,SKU-050,272,69,21.0,138
2025-06-30,SKU-051,472,100,10.0,200
2025-06-30,SKU-052,332,74,21.0,148
2025-06-30,SKU-053,867,0,21.0,194
2025-06-30,SKU-054,536,0,21.0,128
2025-06-30,SKU-055,276,75,10.0,151
2025-06-30,SKU-056,455,0,14.0,105
2025-06-30,SKU-057,61,18,10.0,37
2025-06-30,SKU-058,348,0,10.0,200
2025-06-30,SKU-059,56,160,10.0,200
2025-06-30,SKU-060,235,245,28.0,245
2025-06-30,SKU-061,78,0,21.0,267
2025-06-30,SKU-062,65,0,7.0,17
2025-06-30,SKU-063,21,108,28.0,136
2025-06-30,SKU-064,35,0,5.0,94
2025-06-30,SKU-065,1030,0,14.0,181
2025-06-30,SKU-066,328,90,14.0,181
2025-06-30,SKU-067,465,0,10.0,140
2025-06-30,SKU-068,659,0,28.0,289
2025-06-30,SKU-069,78,37,7.0,74
2025-06-30,SKU-070,101,0,14.0,64
2025-06-30,SKU-071,87,22,5.0,45
2025-06-30,SKU-072,518,0,14.0,266
2025-06-30,SKU-073,89,188,21.0,188
2025-06-30,SKU-074,305,0,7.0,122
2025-06-30,SKU-075,246,0,5.0,101
2025-06-30,SKU-076,207,52,7.0,104
2025-06-30,SKU-077,163,0,21.0,139
2025-06-30,SKU-078,250,0,7.0,83
2025-06-30,SKU-079,156,44,10.0,88
2025-06-30,SKU-080,193,63,10.0,127
2025-06-30,SKU-081,256,68,28.0,137
2025-06-30,SKU-082,162,36,7.0,72
2025-06-30,SKU-083,327,0,28.0,84
2025-06-30,SKU-084,70,134,10.0,134
2025-06-30,SKU-085,335,0,7.0,80
2025-06-30,SKU-086,1132,0,14.0,194
2025-06-30,SKU-087,484,200,28.0,401
2025-06-30,SKU-088,72,0,21.0,270
2025-06-30,SKU-089,442,0,5.0,113
2025-06-30,SKU-090,197,0,21.0,212
2025-06-30,SKU-091,146,61,28.0,123
2025-06-30,SKU-092,123,0,5.0,65
2025-06-30,SKU-093,196,92,21.0,185
2025-06-30,SKU-094,210,0,10.0,173
2025-06-30,SKU-095,3,0,14.0,104
2025-06-30,SKU-096,33,12,14.0,25
2025-06-30,SKU-097,400,103,10.0,207
2025-06-30,SKU-098,232,0,5.0,94
2025-06-30,SKU-099,137,333,28.0,417
2025-06-30,SKU-100,207,0,21.0,69
2025-06-30,SKU-101,315,65,5.0,131
2025-06-30,SKU-102,120,157,21.0,157
2025-06-30,SKU-103,187,0,7.0,53
2025-06-30,SKU-104,114,0,5.0,110
2025-06-30,SKU-105,34,0,7.0,20
2025-06-30,SKU-106,183,0,7.0,124
2025-06-30,SKU-107,104,0,5.0,25
2025-06-30,SKU-108,684,144,28.0,289
2025-06-30,SKU-109,21,0,7.0,56
2025-06-30,SKU-110,11,73,14.0,92
2025-06-30,SKU-111,981,0,21.0,197
2025-06-30,SKU-112,173,67,21.0,135
2025-06-30,SKU-113,94,0,14.0,64
2025-06-30,SKU-114,59,0,10.0,182
2025-06-30,SKU-115,304,0,21.0,169
2025-06-30,SKU-116,72,0,14.0,78
2025-06-30,SKU-117,92,0,14.0,231
2025-06-30,SKU-118,47,0,5.0,42
2025-06-30,SKU-119,305,0,7.0,134
2025-06-30,SKU-120,284,0,14.0,69
2025-06-30,SKU-121,16,34,5.0,34
2025-06-30,SKU-122,218,0,7.0,117
2025-06-30,SKU-123,113,137,21.0,137
2025-06-30,SKU-124,127,32,10.0,64
2025-06-30,SKU-125,190,0,5.0,109
2025-06-30,SKU-126,27,0,10.0,74
2025-06-30,SKU-127,97,97,28.0,97
2025-06-30,SKU-128,29,0,10.0,43
2025-06-30,SKU-129,637,0,14.0,155
2025-06-30,SKU-130,347,81,10.0,162
2025-06-30,SKU-131,80,0,14.0,59
2025-06-30,SKU-132,248,0,28.0,276
2025-06-30,SKU-133,87,0,21.0,35
2025-06-30,SKU-134,89,0,5.0,60
2025-06-30,SKU-135,68,99,28.0,99
2025-06-30,SKU-136,209,43,5.0,86
2025-06-30,SKU-137,9,0,5.0,9
2025-06-30,SKU-138,423,0,21.0,277
2025-06-30,SKU-139,721,0,21.0,309
2025-06-30,SKU-140,185,0,5.0,124
2025-06-30,SKU-141,344,104,21.0,208
2025-06-30,SKU-142,127,0,5.0,55
2025-06-30,SKU-143,152,0,28.0,132
2025-06-30,SKU-144,119,0,5.0,59
2025-06-30,SKU-145,29,35,28.0,35
2025-06-30,SKU-146,479,0,28.0,382
2025-06-30,SKU-147,239,0,7.0,42
2025-06-30,SKU-148,9,152,21.0,190
2025-06-30,SKU-149,40,0,21.0,221
2025-06-30,SKU-150,201,0,7.0,100
2025-06-30,SKU-151,44,45,10.0,45
2025-06-30,SKU-152,244,0,28.0,433
2025-06-30,SKU-153,139,285,21.0,285
2025-06-30,SKU-154,133,139,7.0,139
2025-06-30,SKU-155,14,19,10.0,19
2025-06-30,SKU-156,302,0,7.0,64
2025-06-30,SKU-157,136,57,7.0,115
2025-06-30,SKU-158,9,95,7.0,119
2025-06-30,SKU-159,251,382,28.0,382
2025-06-30,SKU-160,4,26,10.0,33
2025-06-30,SKU-161,11,0,10.0,162
2025-06-30,SKU-162,234,0,14.0,130
2025-06-30,SKU-163,39,10,5.0,20
2025-06-30,SKU-164,44,0,14.0,20
2025-06-30,SKU-165,1802,0,28.0,435
2025-06-30,SKU-166,293,0,21.0,207
2025-06-30,SKU-167,80,0,10.0,72
2025-06-30,SKU-168,84,0,14.0,87
2025-06-30,SKU-169,56,0,10.0,63
2025-06-30,SKU-170,29,43,14.0,43
2025-06-30,SKU-171,696,0,21.0,157
2025-06-30,SKU-172,132,49,10.0,98
2025-06-30,SKU-173,253,65,10.0,131
2025-06-30,SKU-174,626,0,7.0,159
2025-06-30,SKU-175,590,171,28.0,342
2025-06-30,SKU-176,180,0,14.0,87
2025-06-30,SKU-177,374,0,21.0,94
2025-06-30,SKU-178,118,0,28.0,374
2025-06-30,SKU-179,253,109,14.0,218
2025-06-30,SKU-180,377,127,28.0,254
2025-06-30,SKU-181,196,0,28.0,100
2025-06-30,SKU-182,472,133,14.0,267
2025-06-30,SKU-183,200,0,21.0,37
2025-06-30,SKU-184,807,0,21.0,232
2025-06-30,SKU-185,276,0,7.0,111
2025-06-30,SKU-186,778,184,21.0,369
2025-06-30,SKU-187,7,0,14.0,43
2025-06-30,SKU-188,261,0,14.0,111
2025-06-30,SKU-189,359,104,10.0,208
2025-06-30,SKU-190,87,0,5.0,23
2025-06-30,SKU-191,100,37,10.0,74
2025-06-30,SKU-192,221,53,10.0,106
2025-06-30,SKU-193,60,0,5.0,46
2025-06-30,SKU-194,182,0,10.0,140
2025-06-30,SKU-195,69,85,21.0,85
2025-09-30,SKU-001,98,0,14.0,75
2025-09-30,SKU-002,702,0,28.0,325
2025-09-30,SKU-003,347,0,14.0,167
2025-09-30,SKU-004,61,0,7.0,53
2025-09-30,SKU-005,64,0,21.0,89
2025-09-30,SKU-006,307,72,10.0,144
2025-09-30,SKU-007,189,80,21.0,160
2025-09-30,SKU-008,331,0,10.0,179
2025-09-30,SKU-009,19,0,28.0,91
2025-09-30,SKU-010,12,53,7.0,67
2025-09-30,SKU-011,95,36,21.0,72
2025-09-30,SKU-012,993,0,28.0,272
2025-09-30,SKU-013,44,83,21.0,83
2025-09-30,SKU-014,528,0,14.0,173
2025-09-30,SKU-015,122,25,14.0,51
2025-09-30,SKU-016,417,95,14.0,190
2025-09-30,SKU-017,3,18,7.0,23
2025-09-30,SKU-018,64,21,5.0,43
2025-09-30,SKU-019,565,0,21.0,284
2025-09-30,SKU-020,110,0,21.0,64
2025-09-30,SKU-021,199,0,28.0,229
2025-09-30,SKU-022,707,0,28.0,403
2025-09-30,SKU-023,271,0,14.0,83
2025-09-30,SKU-024,30,0,14.0,235
2025-09-30,SKU-025,657,147,28.0,294
2025-09-30,SKU-026,157,0,7.0,105
2025-09-30,SKU-027,126,0,21.0,147
2025-09-30,SKU-028,155,205,10.0,205
2025-09-30,SKU-029,466,0,21.0,369
2025-09-30,SKU-030,1418,0,14.0,249
2025-09-30,SKU-031,9,94,7.0,118
2025-09-30,SKU-032,252,0,7.0,127
2025-09-30,SKU-033,437,122,21.0,245
2025-09-30,SKU-034,311,0,5.0,88
2025-09-30,SKU-035,105,147,14.0,147
2025-09-30,SKU-036,5,80,14.0,100
2025-09-30,SKU-037,361,164,28.0,329
2025-09-30,SKU-038,285,79,7.0,159
2025-09-30,SKU-039,143,0,10.0,175
2025-09-30,SKU-040,779,0,21.0,322
2025-09-30,SKU-041,34,0,5.0,20
2025-09-30,SKU-042,108,0,5.0,126
2025-09-30,SKU-043,84,34,14.0,68
2025-09-30,SKU-044,479,0,7.0,144
2025-09-30,SKU-045,21,0,28.0,193
2025-09-30,SKU-046,294,87,14.0,175
2025-09-30,SKU-047,6,57,28.0,72
2025-09-30,SKU-048,24,0,5.0,25
2025-09-30,SKU-049,203,0,5.0,95
2025-09-30,SKU-050,80,0,14.0,34
2025-09-30,SKU-051,176,0,5.0,47
2025-09-30,SKU-052,280,0,14.0,212
2025-09-30,SKU-053,20,0,5.0,75
2025-09-30,SKU-054,61,105,14.0,105
2025-09-30,SKU-055,880,0,21.0,264
2025-09-30,SKU-056,6,20,5.0,25
2025-09-30,SKU-057,17,0,14.0,96
2025-09-30,SKU-058,167,0,7.0,95
2025-09-30,SKU-059,265,424,28.0,424
2025-09-30,SKU-060,343,0,10.0,140
2025-09-30,SKU-061,54,0,14.0,114
2025-09-30,SKU-062,72,156,10.0,196
2025-09-30,SKU-063,108,0,10.0,120
2025-09-30,SKU-064,13,0,5.0,82
2025-09-30,SKU-065,201,64,5.0,128
2025-09-30,SKU-066,68,0,14.0,194
2025-09-30,SKU-067,3,0,10.0,29
2025-09-30,SKU-068,334,0,21.0,139
2025-09-30,SKU-069,366,0,10.0,150
2025-09-30,SKU-070,131,0,5.0,39
2025-09-30,SKU-071,22,0,14.0,172
2025-09-30,SKU-072,138,48,5.0,97
2025-09-30,SKU-073,182,0,10.0,116
2025-09-30,SKU-074,55,0,10.0,38
2025-09-30,SKU-075,117,0,5.0,50
2025-09-30,SKU-076,171,76,10.0,152
2025-09-30,SKU-077,54,0,14.0,146
2025-09-30,SKU-078,58,0,10.0,44
2025-09-30,SKU-079,1,0,28.0,259
2025-09-30,SKU-080,87,0,5.0,68
2025-09-30,SKU-081,420,0,5.0,77
2025-09-30,SKU-082,193,219,28.0,219
2025-09-30,SKU-083,236,0,10.0,175
2025-09-30,SKU-084,49,22,7.0,44
2025-09-30,SKU-085,516,0,5.0,119
2025-09-30,SKU-086,53,0,10.0,30
2025-09-30,SKU-087,80,123,10.0,123
2025-09-30,SKU-088,179,0,10.0,129
2025-09-30,SKU-089,18,5,7.0,11
2025-09-30,SKU-090,1910,0,28.0,408
2025-09-30,SKU-091,182,0,5.0,104
2025-09-30,SKU-092,67,0,7.0,91
2025-09-30,SKU-093,14,95,7.0,119
2025-09-30,SKU-094,519,0,28.0,433
2025-09-30,SKU-095,80,0,21.0,71
2025-09-30,SKU-096,37,147,14.0,184
2025-09-30,SKU-097,361,97,10.0,194
2025-09-30,SKU-098,12,0,14.0,86
2025-09-30,SKU-099,14,50,21.0,63
2025-09-30,SKU-100,145,46,10.0,92
2025-09-30,SKU-101,355,0,10.0,103
2025-09-30,SKU-102,131,0,7.0,135
2025-09-30,SKU-103,66,0,7.0,138
2025-09-30,SKU-104,19,72,10.0,91
2025-09-30,SKU-105,29,0,7.0,15
2025-09-30,SKU-106,83,0,5.0,66
2025-09-30,SKU-107,23,0,5.0,16
2025-09-30,SKU-108,298,0,7.0,137
2025-09-30,SKU-109,763,0,21.0,229
2025-09-30,SKU-110,109,0,5.0,133
2025-09-30,SKU-111,206,0,5.0,122
2025-09-30,SKU-112,36,100,5.0,126
2025-09-30,SKU-113,54,0,28.0,208
2025-09-30,SKU-114,39,56,10.0,56
2025-09-30,SKU-115,22,7,7.0,15
2025-09-30,SKU-116,136,0,14.0,121
2025-09-30,SKU-117,151,0,10.0,88
2025-09-30,SKU-118,492,107,14.0,214
2025-09-30,SKU-119,390,96,10.0,192
2025-09-30,SKU-120,14,7,7.0,14
2025-09-30,SKU-121,201,0,5.0,110
2025-09-30,SKU-122,42,0,7.0,25
2025-09-30,SKU-123,495,0,7.0,99
2025-09-30,SKU-124,765,0,10.0,196
2025-09-30,SKU-125,41,47,7.0,47
2025-09-30,SKU-126,70,0,21.0,34
2025-09-30,SKU-127,860,178,21.0,356
2025-09-30,SKU-128,14,0,7.0,86
2025-09-30,SKU-129,29,0,5.0,74
2025-09-30,SKU-130,45,0,7.0,63
2025-09-30,SKU-131,36,0,5.0,27
2025-09-30,SKU-132,1360,0,21.0,326
2025-09-30,SKU-133,556,226,28.0,453
2025-09-30,SKU-134,418,0,10.0,77
2025-09-30,SKU-135,975,0,14.0,217
2025-09-30,SKU-136,276,59,7.0,119
2025-09-30,SKU-137,209,56,7.0,113
2025-09-30,SKU-138,0,271,28.0,339
2025-09-30,SKU-139,86,0,21.0,35
2025-09-30,SKU-140,996,0,28.0,284
2025-09-30,SKU-141,103,0,10.0,159
2025-09-30,SKU-142,171,342,28.0,428
2025-09-30,SKU-143,19,0,14.0,20
2025-09-30,SKU-144,0,0,10.0,63
2025-09-30,SKU-145,169,63,14.0,127
2025-09-30,SKU-146,431,0,14.0,239
2025-09-30,SKU-147,331,0,14.0,216
2025-09-30,SKU-148,54,0,14.0,36
2025-09-30,SKU-149,10,0,10.0,64
2025-09-30,SKU-150,2,46,14.0,58
2025-09-30,SKU-151,1170,0,21.0,369
2025-09-30,SKU-152,212,0,14.0,254
2025-09-30,SKU-153,11,21,5.0,21
2025-09-30,SKU-154,1393,0,28.0,280
2025-09-30,SKU-155,68,0,10.0,142
2025-09-30,SKU-156,201,0,14.0,162
2025-09-30,SKU-157,5,11,10.0,14
2025-09-30,SKU-158,19,0,7.0,25
2025-09-30,SKU-159,193,230,14.0,230
2025-09-30,SKU-160,236,243,14.0,243
2025-09-30,SKU-161,90,33,7.0,67
2025-09-30,SKU-162,55,20,5.0,41
2025-09-30,SKU-163,58,0,21.0,46
2025-09-30,SKU-164,301,0,28.0,185
2025-09-30,SKU-165,497,111,14.0,223
2025-09-30,SKU-166,373,166,21.0,333
2025-09-30,SKU-167,112,0,28.0,46
2025-09-30,SKU-168,170,0,5.0,128
2025-09-30,SKU-169,73,15,7.0,30
2025-09-30,SKU-170,376,81,7.0,163
2025-09-30,SKU-171,644,0,10.0,192
2025-09-30,SKU-172,98,28,5.0,57
2025-09-30,SKU-173,1087,0,21.0,184
2025-09-30,SKU-174,18,0,14.0,46
2025-09-30,SKU-175,18,63,5.0,79
2025-09-30,SKU-176,156,41,14.0,83
2025-09-30,SKU-177,69,15,5.0,30
2025-09-30,SKU-178,234,0,5.0,58
2025-09-30,SKU-179,496,0,5.0,102
2025-09-30,SKU-180,89,25,5.0,50
2025-09-30,SKU-181,350,0,14.0,234
2025-09-30,SKU-182,368,102,10.0,204
2025-09-30,SKU-183,314,109,28.0,218
2025-09-30,SKU-184,275,75,7.0,151
2025-09-30,SKU-185,48,73,5.0,73
2025-09-30,SKU-186,275,0,7.0,130
2025-09-30,SKU-187,92,0,7.0,39
2025-09-30,SKU-188,2,0,7.0,15
2025-09-30,SKU-189,186,0,10.0,85
2025-09-30,SKU-190,101,0,28.0,44
2025-09-30,SKU-191,86,165,14.0,165
2025-09-30,SKU-192,7,322,28.0,403
2025-09-30,SKU-193,42,0,5.0,29
2025-09-30,SKU-194,104,0,28.0,132
2025-09-30,SKU-195,187,0,28.0,35
2025-12-31,SKU-001,16,81,7.0,102
2025-12-31,SKU-002,898,232,28.0,465
2025-12-31,SKU-003,60,103,10.0,103
2025-12-31,SKU-004,144,30,21.0,60
2025-12-31,SKU-005,403,0,21.0,251
2025-12-31,SKU-006,180,0,14.0,33
2025-12-31,SKU-007,163,182,10.0,182
2025-12-31,SKU-008,36,16,7.0,33
2025-12-31,SKU-009,3,139,28.0,174
2025-12-31,SKU-010,113,0,10.0,64
2025-12-31,SKU-011,369,136,21.0,272
2025-12-31,SKU-012,837,175,28.0,350
2025-12-31,SKU-013,122,0,21.0,129
2025-12-31,SKU-014,4,0,10.0,32
2025-12-31,SKU-015,661,217,28.0,434
2025-12-31,SKU-016,91,124,7.0,124
2025-12-31,SKU-017,157,63,10.0,127
2025-12-31,SKU-018,275,0,5.0,117
2025-12-31,SKU-019,589,120,14.0,241
2025-12-31,SKU-020,9,0,21.0,128
