sku_id,week_end_date,units_sold,revenue,promo_flag,is_holiday,year,week_of_year,month,season,lag_1,lag_2,lag_3,lag_4,rolling_mean_4,rolling_std_4,rolling_max_4,category,subcategory,unit_cost,list_price,gross_margin_pct,on_hand_units,on_order_units,lead_time_days,reorder_point,gross_profit
SKU-001,2025-04-06,372,365728.0,1,0.0,2025,14,4,Spring,394.0,401.0,444.0,378.0,404.25,28.19,444.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,151816.84
SKU-001,2025-04-13,408,397351.2,1,0.0,2025,15,4,Spring,372.0,394.0,401.0,444.0,402.75,30.15,444.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,162738.96
SKU-001,2025-04-20,407,396377.3,1,0.0,2025,16,4,Spring,408.0,372.0,394.0,401.0,393.75,15.59,408.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,162340.09
SKU-001,2025-04-27,429,417803.1,1,0.0,2025,17,4,Spring,407.0,408.0,372.0,394.0,395.25,16.76,408.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,171115.23
SKU-001,2025-05-04,361,351577.89999999997,1,0.0,2025,18,5,Summer,429.0,407.0,408.0,372.0,404.0,23.62,429.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,143992.07
SKU-001,2025-05-11,395,384690.5,1,0.0,2025,19,5,Summer,361.0,429.0,407.0,408.0,401.25,28.69,429.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,157553.65
SKU-001,2025-05-18,418,407090.2,1,0.0,2025,20,5,Summer,395.0,361.0,429.0,407.0,398.0,28.4,429.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,166727.66
SKU-001,2025-05-25,372,362290.8,1,0.0,2025,21,5,Summer,418.0,395.0,361.0,429.0,400.75,30.05,429.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,148379.64
SKU-001,2025-06-01,398,387612.2,1,0.0,2025,22,6,Summer,372.0,418.0,395.0,361.0,386.5,25.33,418.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,158750.26
SKU-001,2025-06-08,357,347682.3,1,0.0,2025,23,6,Summer,398.0,372.0,418.0,395.0,395.75,18.84,418.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,142396.59
SKU-001,2025-06-15,409,398325.1,1,0.0,2025,24,6,Summer,357.0,398.0,372.0,418.0,386.25,27.11,418.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,163137.83
SKU-001,2025-06-22,396,385664.4,1,0.0,2025,25,6,Summer,409.0,357.0,398.0,372.0,384.0,23.76,409.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,157952.52
SKU-001,2025-06-29,426,414881.4,1,0.0,2025,26,6,Summer,396.0,409.0,357.0,398.0,390.0,22.73,409.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,169918.62
SKU-001,2025-07-06,343,334047.7,1,0.0,2025,27,7,Monsoon,426.0,396.0,409.0,357.0,397.0,29.36,426.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,136812.41
SKU-001,2025-07-13,376,366186.4,1,0.0,2025,28,7,Monsoon,343.0,426.0,396.0,409.0,393.5,35.84,426.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,149975.12
SKU-001,2025-07-20,377,367160.3,1,0.0,2025,29,7,Monsoon,376.0,343.0,426.0,396.0,385.25,34.87,426.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,150373.99
SKU-001,2025-07-27,304,296065.6,1,0.0,2025,30,7,Monsoon,377.0,376.0,343.0,426.0,380.5,34.2,426.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,121256.48
SKU-001,2025-08-03,394,383716.6,1,0.0,2025,31,8,Monsoon,304.0,377.0,376.0,343.0,350.0,34.5,377.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,157154.78
SKU-001,2025-08-10,392,381768.8,1,0.0,2025,32,8,Monsoon,394.0,304.0,377.0,376.0,362.75,40.03,394.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,156357.04
SKU-001,2025-08-17,428,416829.2,1,1.0,2025,33,8,Monsoon,392.0,394.0,304.0,377.0,366.75,42.52,394.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,170716.36
SKU-001,2025-08-24,389,378847.1,1,0.0,2025,34,8,Monsoon,428.0,392.0,394.0,304.0,379.5,52.97,428.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,155160.43
SKU-001,2025-08-31,405,394429.5,1,0.0,2025,35,8,Monsoon,389.0,428.0,392.0,394.0,400.75,18.28,428.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,161542.35
SKU-001,2025-09-07,365,355473.5,1,0.0,2025,36,9,Monsoon,405.0,389.0,428.0,392.0,403.5,17.75,428.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,145587.55
SKU-001,2025-09-14,351,341838.9,1,0.0,2025,37,9,Monsoon,365.0,405.0,389.0,428.0,396.75,26.54,428.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,140003.37
SKU-001,2025-09-21,371,361316.9,1,0.0,2025,38,9,Monsoon,351.0,365.0,405.0,389.0,377.5,24.13,405.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,147980.77
SKU-001,2025-09-28,370,360343.0,1,0.0,2025,39,9,Monsoon,371.0,351.0,365.0,405.0,373.0,22.92,405.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,147581.9
SKU-001,2025-10-05,376,366186.4,1,0.0,2025,40,10,Fall,370.0,371.0,351.0,365.0,364.25,9.22,371.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,149975.12
SKU-001,2025-10-12,379,369108.1,1,0.0,2025,41,10,Fall,376.0,370.0,371.0,351.0,367.0,10.98,376.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,151171.73
SKU-001,2025-10-19,372,362290.8,1,0.0,2025,42,10,Fall,379.0,376.0,370.0,371.0,374.0,4.24,379.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,148379.64
SKU-001,2025-10-26,404,393455.6,1,1.0,2025,43,10,Fall,372.0,379.0,376.0,370.0,374.25,4.03,379.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,161143.48
SKU-001,2025-11-02,379,369108.1,1,0.0,2025,44,11,Fall,404.0,372.0,379.0,376.0,382.75,14.45,404.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,151171.73
SKU-001,2025-11-09,385,374951.5,1,0.0,2025,45,11,Fall,379.0,404.0,372.0,379.0,383.5,14.06,404.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,153564.95
SKU-001,2025-11-16,398,387612.2,1,0.0,2025,46,11,Fall,385.0,379.0,404.0,372.0,385.0,13.74,404.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,158750.26
SKU-001,2025-11-23,382,372029.8,1,0.0,2025,47,11,Fall,398.0,385.0,379.0,404.0,391.5,11.5,404.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,152368.34
SKU-001,2025-11-30,403,392481.7,1,0.0,2025,48,11,Fall,382.0,398.0,385.0,379.0,386.0,8.37,398.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,160744.61
SKU-001,2025-12-07,402,391507.8,1,0.0,2025,49,12,Winter,403.0,382.0,398.0,385.0,392.0,10.1,403.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,160345.74
SKU-001,2025-12-14,383,373003.7,1,0.0,2025,50,12,Winter,402.0,403.0,382.0,398.0,396.25,9.74,403.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,152767.21
SKU-001,2025-12-21,376,366186.4,1,0.0,2025,51,12,Winter,383.0,402.0,403.0,382.0,392.5,11.56,403.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,149975.12
SKU-001,2025-12-28,399,388586.1,1,1.0,2025,52,12,Winter,376.0,383.0,402.0,403.0,391.0,13.59,403.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,159149.13
SKU-001,2026-01-04,419,408064.1,1,1.0,2026,1,1,Winter,399.0,376.0,383.0,402.0,390.0,12.52,402.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,167126.53
SKU-001,2026-01-11,393,382742.7,1,0.0,2026,2,1,Winter,419.0,399.0,376.0,383.0,394.25,19.1,419.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,156755.91
SKU-001,2026-01-18,424,412933.6,1,0.0,2026,3,1,Winter,393.0,419.0,399.0,376.0,396.75,17.75,419.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,169120.88
SKU-001,2026-01-25,356,346708.4,1,0.0,2026,4,1,Winter,424.0,393.0,419.0,399.0,408.75,15.06,424.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,141997.72
SKU-001,2026-02-01,404,393455.6,1,1.0,2026,5,2,Winter,356.0,424.0,393.0,419.0,398.0,31.12,424.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,161143.48
SKU-001,2026-02-08,372,362290.8,1,0.0,2026,6,2,Winter,404.0,356.0,424.0,393.0,394.25,28.55,424.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,148379.64
SKU-001,2026-02-15,269,261979.1,1,0.0,2026,7,2,Winter,372.0,404.0,356.0,424.0,389.0,30.7,424.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,107296.03
SKU-001,2026-02-22,413,402220.7,1,0.0,2026,8,2,Winter,269.0,372.0,404.0,356.0,350.25,57.73,404.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,164733.31
SKU-001,2026-03-01,431,419750.9,1,0.0,2026,9,3,Spring,413.0,269.0,372.0,404.0,364.5,66.05,413.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,171912.97
SKU-001,2026-03-08,417,406116.3,1,1.0,2026,10,3,Spring,431.0,413.0,269.0,372.0,371.25,72.5,431.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,166328.79
SKU-001,2026-03-15,404,393455.6,1,0.0,2026,11,3,Spring,417.0,431.0,413.0,269.0,382.5,76.06,431.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,161143.48
SKU-001,2026-03-22,407,396377.3,1,0.0,2026,12,3,Spring,404.0,417.0,431.0,413.0,416.25,11.24,431.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,162340.09
SKU-001,2026-03-29,396,385664.4,1,0.0,2026,13,3,Spring,407.0,404.0,417.0,431.0,414.75,12.18,431.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,157952.52
SKU-001,2026-04-05,409,398325.1,1,0.0,2026,14,4,Spring,396.0,407.0,404.0,417.0,406.0,8.68,417.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,163137.83
SKU-001,2026-04-12,391,380794.89999999997,1,0.0,2026,15,4,Spring,409.0,396.0,407.0,404.0,404.0,5.72,409.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,155958.17
SKU-001,2026-04-19,408,397351.2,1,0.0,2026,16,4,Spring,391.0,409.0,396.0,407.0,400.75,8.66,409.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,162738.96
SKU-001,2026-04-26,403,392481.7,1,0.0,2026,17,4,Spring,408.0,391.0,409.0,396.0,401.0,8.91,409.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,160744.61
SKU-001,2026-05-03,416,405142.4,1,0.0,2026,18,5,Summer,403.0,408.0,391.0,409.0,402.75,8.26,409.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,165929.92
SKU-001,2026-05-10,411,400272.9,1,0.0,2026,19,5,Summer,416.0,403.0,408.0,391.0,404.5,10.47,416.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,163935.57
SKU-001,2026-05-17,395,384690.5,1,0.0,2026,20,5,Summer,411.0,416.0,403.0,408.0,409.5,5.45,416.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,157553.65
SKU-001,2026-05-24,400,389560.0,1,0.0,2026,21,5,Summer,395.0,411.0,416.0,403.0,406.25,9.22,416.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,159548.0
SKU-001,2026-05-31,450,438255.0,1,0.0,2026,22,5,Summer,400.0,395.0,411.0,416.0,405.5,9.68,416.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,179491.5
SKU-001,2026-06-07,374,364238.6,1,0.0,2026,23,6,Summer,450.0,400.0,395.0,411.0,414.0,24.91,450.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,149177.38
SKU-001,2026-06-14,397,386638.3,1,0.0,2026,24,6,Summer,374.0,450.0,400.0,395.0,404.75,32.2,450.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,158351.39
SKU-001,2026-06-21,347,337943.3,1,0.0,2026,25,6,Summer,397.0,374.0,450.0,400.0,405.25,32.01,450.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,138407.89
SKU-001,2026-06-28,390,379821.0,1,0.0,2026,26,6,Summer,347.0,397.0,374.0,450.0,392.0,43.73,450.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,155559.3
SKU-001,2026-07-05,78,75964.2,1,0.0,2026,27,7,Monsoon,390.0,347.0,397.0,374.0,377.0,22.2,397.0,Home Décor,Lighting,575.03,1145.76,49.81,469,0,7,80,31111.86
SKU-002,2025-01-05,48,529866.24,1,0.0,2025,1,1,Winter,,,,,378.0,27.07,397.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,171266.4
SKU-002,2025-01-12,76,838954.88,1,0.0,2025,2,1,Winter,48.0,,,,261.67,186.29,390.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,271171.8
SKU-002,2025-01-19,101,1114926.8800000001,1,0.0,2025,3,1,Winter,76.0,48.0,,,171.33,189.89,390.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,360373.05
SKU-002,2025-01-26,112,1236354.56,1,1.0,2025,4,1,Winter,101.0,76.0,48.0,,75.0,26.51,101.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,399621.6
SKU-002,2025-02-02,96,1059732.48,1,0.0,2025,5,2,Winter,112.0,101.0,76.0,48.0,84.25,28.48,112.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,342532.8
SKU-002,2025-02-09,78,861032.64,1,0.0,2025,6,2,Winter,96.0,112.0,101.0,76.0,96.25,15.06,112.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,278307.9
SKU-002,2025-02-16,62,684410.56,1,0.0,2025,7,2,Winter,78.0,96.0,112.0,101.0,96.75,14.17,112.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,221219.1
SKU-002,2025-02-23,89,982460.32,1,0.0,2025,8,2,Winter,62.0,78.0,96.0,112.0,87.0,21.69,112.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,317556.45
SKU-002,2025-03-02,99,1092849.12,1,0.0,2025,9,3,Spring,89.0,62.0,78.0,96.0,81.25,14.82,96.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,353236.95
SKU-002,2025-03-09,96,1059732.48,1,0.0,2025,10,3,Spring,99.0,89.0,62.0,78.0,82.0,15.85,99.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,342532.8
SKU-002,2025-03-16,86,949343.6799999999,1,1.0,2025,11,3,Spring,96.0,99.0,89.0,62.0,86.5,16.86,99.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,306852.3
SKU-002,2025-03-23,96,1059732.48,1,0.0,2025,12,3,Spring,86.0,96.0,99.0,89.0,92.5,6.03,99.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,342532.8
SKU-002,2025-03-30,85,938304.8,1,0.0,2025,13,3,Spring,96.0,86.0,96.0,99.0,94.25,5.68,99.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,303284.25
SKU-002,2025-04-06,91,1014278.28,1,0.0,2025,14,4,Spring,85.0,96.0,86.0,96.0,90.75,6.08,96.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,334432.75
SKU-002,2025-04-13,93,1026615.84,1,0.0,2025,15,4,Spring,91.0,85.0,96.0,86.0,89.5,5.07,96.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,331828.65
SKU-002,2025-04-20,83,916227.04,1,0.0,2025,16,4,Spring,93.0,91.0,85.0,96.0,91.25,4.65,96.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,296148.15
SKU-002,2025-04-27,75,827916.0,1,0.0,2025,17,4,Spring,83.0,93.0,91.0,85.0,88.0,4.76,93.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,267603.75
SKU-002,2025-05-04,76,838954.88,1,0.0,2025,18,5,Summer,75.0,83.0,93.0,91.0,85.5,8.23,93.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,271171.8
SKU-002,2025-05-11,86,949343.6799999999,1,0.0,2025,19,5,Summer,76.0,75.0,83.0,93.0,81.75,8.3,93.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,306852.3
SKU-002,2025-05-18,83,916227.04,1,0.0,2025,20,5,Summer,86.0,76.0,75.0,83.0,80.0,5.35,86.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,296148.15
SKU-002,2025-05-25,95,1048693.6,1,0.0,2025,21,5,Summer,83.0,86.0,76.0,75.0,80.0,5.35,86.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,338964.75
SKU-002,2025-06-01,89,982460.3200000001,1,0.0,2025,22,6,Summer,95.0,83.0,86.0,76.0,85.0,7.87,95.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,317556.45
SKU-002,2025-06-08,75,827916.0,1,0.0,2025,23,6,Summer,89.0,95.0,83.0,86.0,88.25,5.12,95.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,267603.75
SKU-002,2025-06-15,89,982460.3200000001,1,0.0,2025,24,6,Summer,75.0,89.0,95.0,83.0,85.5,8.54,95.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,317556.45
SKU-002,2025-06-22,83,916227.04,1,0.0,2025,25,6,Summer,89.0,75.0,89.0,95.0,87.0,8.49,95.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,296148.15
SKU-002,2025-06-29,84,927265.92,1,0.0,2025,26,6,Summer,83.0,89.0,75.0,89.0,84.0,6.63,89.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,299716.2
SKU-002,2025-07-06,73,805838.24,1,0.0,2025,27,7,Monsoon,84.0,83.0,89.0,75.0,82.75,5.8,89.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,260467.65
SKU-002,2025-07-13,81,894149.28,1,0.0,2025,28,7,Monsoon,73.0,84.0,83.0,89.0,82.25,6.7,89.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,289012.05
SKU-002,2025-07-20,94,1037654.72,1,0.0,2025,29,7,Monsoon,81.0,73.0,84.0,83.0,80.25,4.99,84.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,335396.7
SKU-002,2025-07-27,106,1170121.28,1,0.0,2025,30,7,Monsoon,94.0,81.0,73.0,84.0,83.0,8.68,94.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,378213.3
SKU-002,2025-08-03,79,872071.52,1,0.0,2025,31,8,Monsoon,106.0,94.0,81.0,73.0,88.5,14.53,106.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,281875.95
SKU-002,2025-08-10,83,916227.0399999999,1,0.0,2025,32,8,Monsoon,79.0,106.0,94.0,81.0,90.0,12.57,106.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,296148.15
SKU-002,2025-08-17,105,1159082.4,1,1.0,2025,33,8,Monsoon,83.0,79.0,106.0,94.0,90.5,12.12,106.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,374645.25
SKU-002,2025-08-24,98,1081810.24,1,0.0,2025,34,8,Monsoon,105.0,83.0,79.0,106.0,93.25,14.24,106.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,349668.9
SKU-002,2025-08-31,83,916227.04,1,0.0,2025,35,8,Monsoon,98.0,105.0,83.0,79.0,91.25,12.28,105.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,296148.15
SKU-002,2025-09-07,87,960382.5599999999,1,0.0,2025,36,9,Monsoon,83.0,98.0,105.0,83.0,92.25,11.06,105.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,310420.35
SKU-002,2025-09-14,76,838954.88,1,0.0,2025,37,9,Monsoon,87.0,83.0,98.0,105.0,93.25,10.08,105.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,271171.8
SKU-002,2025-09-21,87,960382.56,1,0.0,2025,38,9,Monsoon,76.0,87.0,83.0,98.0,86.0,9.2,98.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,310420.35
SKU-002,2025-09-28,93,1026615.84,1,0.0,2025,39,9,Monsoon,87.0,76.0,87.0,83.0,83.25,5.19,87.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,331828.65
SKU-002,2025-10-05,88,971421.44,1,0.0,2025,40,10,Fall,93.0,87.0,76.0,87.0,85.75,7.09,93.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,313988.4
SKU-002,2025-10-12,87,960382.56,1,0.0,2025,41,10,Fall,88.0,93.0,87.0,76.0,86.0,7.16,93.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,310420.35
SKU-002,2025-10-19,89,982460.3200000001,1,0.0,2025,42,10,Fall,87.0,88.0,93.0,87.0,88.75,2.87,93.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,317556.45
SKU-002,2025-10-26,89,996096.6,1,1.0,2025,43,10,Fall,89.0,87.0,88.0,93.0,89.25,2.63,93.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,331192.73
SKU-002,2025-11-02,91,1004538.08,1,0.0,2025,44,11,Fall,89.0,89.0,87.0,88.0,88.25,0.96,89.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,324692.55
SKU-002,2025-11-09,105,1159082.4,1,0.0,2025,45,11,Fall,91.0,89.0,89.0,87.0,89.0,1.63,91.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,374645.25
SKU-002,2025-11-16,84,927265.92,1,0.0,2025,46,11,Fall,105.0,91.0,89.0,89.0,93.5,7.72,105.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,299716.2
SKU-002,2025-11-23,78,861032.64,1,0.0,2025,47,11,Fall,84.0,105.0,91.0,89.0,92.25,9.0,105.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,278307.9
SKU-002,2025-11-30,88,971421.44,1,0.0,2025,48,11,Fall,78.0,84.0,105.0,91.0,89.5,11.62,105.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,313988.4
SKU-002,2025-12-07,82,905188.1599999999,1,0.0,2025,49,12,Winter,88.0,78.0,84.0,105.0,88.75,11.59,105.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,292580.1
SKU-002,2025-12-14,110,1214276.8,1,0.0,2025,50,12,Winter,82.0,88.0,78.0,84.0,83.0,4.16,88.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,392485.5
SKU-002,2025-12-21,93,1026615.84,1,0.0,2025,51,12,Winter,110.0,82.0,88.0,78.0,89.5,14.27,110.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,331828.65
SKU-002,2025-12-28,101,1114926.88,1,1.0,2025,52,12,Winter,93.0,110.0,82.0,88.0,93.25,12.04,110.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,360373.05
SKU-002,2026-01-04,73,805838.24,1,0.0,2026,1,1,Winter,101.0,93.0,110.0,82.0,96.5,11.9,110.0,Small Appliances,Blenders,7470.83,12986.92,42.47,20,0,7,146,260467.65
